id,member_id,loan_amnt,funded_amnt,term,apr,int_rate,exp_default_rate,service_fee_rate,installment,grade,sub_grade,emp_name,emp_length,emp_status,home_ownership,annual_inc,is_inc_v,accept_d,exp_d,list_d,credit_pull_d,review_status_d,review_status,url,desc,purpose,title,addr_city,addr_state,msa,acc_now_delinq,acc_open_past_24mths,bc_open_to_buy,percent_bc_gt_75,bc_util,dti,delinq_2yrs,delinq_amnt,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,mths_since_recent_inq,mths_since_recent_loan_delinq,mths_since_recent_revol_delinq,mths_since_recent_bc,mort_acc,open_acc,pub_rec_gt_100,pub_rec,total_bal_ex_mort,revol_bal,revol_util,total_bc_limit,total_acc,total_il_high_credit_limit,mths_since_oldest_il_open,num_rev_accts,mths_since_recent_bc_dlq,initial_list_status,ils_exp_d,pub_rec_bankruptcies,num_accts_ever_120_pd,chargeoff_within_12_mths,collections_12_mths_ex_med,tax_liens,mths_since_last_major_derog,num_sats,num_tl_op_past_12m,mo_sin_rcnt_tl,tot_hi_cred_lim,tot_cur_bal,avg_cur_bal,num_bc_tl,num_actv_bc_tl,num_bc_sats,pct_tl_nvr_dlq,num_tl_90g_dpd_24m,num_tl_30dpd,num_tl_120dpd_2m,num_il_tl,mo_sin_old_il_acct,num_actv_rev_tl,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,total_rev_hi_lim,num_rev_tl_bal_gt_0,num_op_rev_tl,tot_coll_amt
"4194566","5336719","19000.0","10750.0","36","13.99","11.14","2.80","0.70","623.3","B","B2","Fidelity Investments","1 year","Employed","RENT","167000.0","FALSE","04-05-2013 14:00:01","04-19-2013 14:08:27","04-05-2013 18:00:47","04-05-2013 13:42:39"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4194566"," ","Debt consolidation","Loan2","Chapel Hill","NC","","0","3","5972","25.0","56.7","11.53","0","0.0","10-30-2002 12:42:39","690","694","1","25"," ","1"," "," ","10","2","10","0","0","48910","7828.0","54.0","13800","24","64757","63","10"," ","f","04-05-2013 18:00:00","0","0","0","0","0","25","10","2","9","79257","48910","4891","7","3","4","95","0","0","0","12","119","3","127","9","14500","3","5","0",
"4215281","5387490","12000.0","3675.0","36","6.78","6.03","0.75","0.68","365.23","A","A1","U.S. Composite Pipe South","2 years","Employed","MORTGAGE","95000.0","FALSE","04-06-2013 12:47:23","04-20-2013 12:51:16","04-06-2013 14:00:44","04-06-2013 12:46:07"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215281"," ","Debt consolidation","Debt Consolidation","Bryan","TX","","0","4","14584","50.0","37.9","21.28","0","0.0","02-14-1977 11:46:07","785","789","0"," "," ","12"," "," ","19","5","9","0","0","92596","8916.0","24.1","23500","25","112828","149","12"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","9","1","11","149828","92596","11575","8","2","2","100","0","0","0","8","149","2","440","19","37000","2","4","0",
"3807875","4851655","19200.0","10875.0","36","6.78","6.03","0.75","0.68","584.37","A","A1","Eco-Energy","2 years","Employed","RENT","92000.0","FALSE","04-05-2013 14:33:33","04-19-2013 14:40:02","04-05-2013 18:00:47","03-19-2013 12:29:09"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3807875"," ","Debt consolidation","Debt Consolidation","Franklin","TN","","0","2","27856","0.0","3.6","5.47","0","0.0","06-15-2002 12:29:09","795","799","0"," "," ","12"," "," ","24","2","5","0","0","1044","1044.0","3.0","28900","21","0","97","10"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","5","1","12","212440","175072","35014","7","2","3","100","0","0","0","9","119","2","131","24","34400","2","4","0",
"4255396","5427617","12500.0","4100.0","36","22.24","18.49","5.55","0.71","454.99","D","D2","Sava Senior Care Monaco Parkway","2 years","Employed","RENT","670000.0","FALSE","04-06-2013 14:18:38","04-20-2013 14:22:48","04-06-2013 18:00:48","04-06-2013 14:13:06"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255396"," ","Other","Personal Loan1","Denver","CO","","0","3","4180","0.0","0.5","2.91","0","0.0","02-10-1995 13:13:06","670","674","0","26"," ","10","26"," ","6","0","11","2","0","48522","20.0","0.3","4200","25","53808","221","5"," ","f","04-06-2013 18:00:00","0","4","0","0","0","26","11","1","6","59908","48522","4411","4","2","4","84","0","0","0","20","221","2","106","6","6100","2","5","200",
"3915976","5008295","27150.0","18725.0","60","25.50","22.95","8.25","0.47","764.6","F","F1","Sunrise senior living","4 years","Employed","MORTGAGE","105000.0","FALSE","03-23-2013 10:56:19","04-19-2013 04:18:39","04-05-2013 06:00:45","03-23-2013 10:50:43"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3915976","  Borrower added on 04/05/13 > Debt consolidation to have one payment rather than several payments<br>","Debt consolidation","Debt consolidation","LANCASTER","CA","","0","8","529","100.0","97.7","17.37","0","0.0","06-05-1999 10:50:43","665","669","4","68"," ","0"," ","68","10","4","19","0","0","103995","31148.0","82.2","22700","44","185638","130","32","68","w","04-05-2013 18:00:00","0","0","0","0","0","null","19","3","6","650038","495050","27503","11","5","6","95","0","0","0","8","131","10","168","7","37900","10","16","0",
"4235413","5407657","10000.0","1500.0","36","7.99","6.62","0.95","0.68","307.04","A","A2","UPMC","10+ years","Employed","MORTGAGE","90000.0","FALSE","04-06-2013 16:56:13","04-20-2013 17:00:35","04-06-2013 18:00:48","04-06-2013 16:55:38"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235413"," ","Credit card refinancing","Debt Consolidation","Pittsburgh","PA","","0","6","37625","16.7","26.5","14.93","0","0.0","11-16-1999 15:55:38","760","764","2"," "," ","1"," "," ","2","4","19","0","0","73835","13907.0","18.7","51200","56","80912","139","36"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","19","6","2","245212","163264","10204","17","4","6","100","0","0","0","16","163","7","152","2","74300","7","16","0",
"4155759","5298018","12000.0","3350.0","36","14.99","12.12","3.20","0.70","399.26","B","B3","Columbia Sportswear","4 years","Employed","RENT","53500.0","FALSE","04-05-2013 12:24:13","04-20-2013 16:08:38","04-06-2013 18:00:48","04-05-2013 12:09:44"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4155759"," ","Debt consolidation","debt consolidation","ROOTSTOWN","OH","","0","2","283","100.0","96.6","17.72","0","0.0","12-25-1997 11:09:44","705","709","0"," "," ","16"," "," ","5","0","8","0","0","32732","8578.0","50.5","8300","17","29121","108","13"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","8","1","5","46121","32732","4676","8","3","3","100","0","0","0","4","126","5","186","5","17000","5","7","0",
"4197367","5339760","10200.0","1425.0","36","12.99","10.16","2.30","0.69","329.9","B","B1","Cancer Treatment Centers of America","7 years","Employed","MORTGAGE","93000.0","FALSE","04-06-2013 14:14:09","04-20-2013 14:18:23","04-06-2013 18:00:48","04-04-2013 16:30:16"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4197367"," ","Debt consolidation","Refi Loan","Wetumka","OK","","0","7","192","100.0","96.8","22.75","1","0.0","05-09-1995 16:30:16","700","704","0","19"," ","9","66","59","11","3","15","0","0","40848","13310.0","60.0","6000","41","43126","110","19"," ","f","04-06-2013 18:00:00","0","1","0","0","0","59","15","5","5","202426","143466","9564","7","3","3","90","0","0","0","19","179","7","218","11","22200","7","7","0",
"4235275","5407503","16000.0","7225.0","60","22.97","20.49","6.55","0.46","428.28","E","E1","","9 years","Self-employed","MORTGAGE","45000.0","FALSE","04-06-2013 11:57:49","04-20-2013 12:06:43","04-06-2013 14:00:44","04-06-2013 11:53:17"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235275"," ","Debt consolidation","haveahappyday","HARWINTON","CT","","0","6","14888","50.0","62.4","12.67","0","0.0","11-10-2000 10:53:17","670","674","0","66"," "," "," ","66","6","0","11","0","0","26273","24712.0","56.2","39600","15","2677"," ","13","66","f","04-06-2013 14:00:00","0","0","0","0","0","null","11","3","6","46677","26273","2919","9","5","6","93","0","0","0","1","19","5","151","6","44000","5","9","0",
"3784676","4816827","14675.0","5825.0","60","20.19","17.77","5.30","0.45","370.82","D","D1","","n/a","Other","MORTGAGE","53000.0","FALSE","04-06-2013 11:46:10","04-20-2013 11:56:19","04-06-2013 14:00:44","04-06-2013 11:40:00"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3784676"," ","Credit card refinancing","Debt consolidation","LAKE ORION","MI","","0","1","5585","57.1","73.4","13.09","0","0.0","10-16-1982 11:40:00","685","689","4","32"," ","1"," ","32","1","3","10","0","0","16289","16289.0","70.8","21000","39","0","141","32","57","f","04-06-2013 14:00:00","0","7","0","0","0","50","10","1","1","259364","236235","23624","25","7","7","74","0","0","0","4","141","9","371","1","23000","9","9","0",
"4255292","5427506","12000.0","2875.0","36","9.98","7.90","1.55","0.68","375.49","A","A4","Murphy Anderson PLLC","3 years","Employed","MORTGAGE","92000.0","FALSE","04-06-2013 11:07:20","04-20-2013 11:31:50","04-06-2013 14:00:44","04-06-2013 10:53:22"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255292"," ","Debt consolidation","CC Payoff","Washington ","DC","","0","1","12681","66.7","64.6","21.14","0","0.0","10-22-1998 10:53:22","690","694","0","42"," ","10"," ","42","51","1","12","0","0","173915","24060.0","61.2","35800","37","157877","176","10"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","12","1","9","517472","491029","54559","7","3","5","95","0","0","0","26","176","5","175","49","39300","5","8","0",
"3162071","3874667","22000.0","12575.0","60","19.68","17.27","4.95","0.45","549.96","C","C5","Chugai USA","10+ years","Employed","RENT","50000.0","FALSE","04-05-2013 16:31:54","04-19-2013 16:35:08","04-05-2013 18:00:47","04-01-2013 17:48:51"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3162071"," ","Debt consolidation","bill consolidation","ZION","IL","","0","2","4448","50.0","76.6","14.06","0","0.0","11-05-2000 16:48:51","680","684","0"," "," ","10"," "," ","6","0","13","0","0","17342","17342.0","66.2","19000","27","0"," ","25"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","13","1","6","26200","17342","1734","15","3","6","100","0","0","0","2","151","5","134","6","26200","5","13","0",
"3701510","4674599","28100.0","18625.0","60","18.17","15.80","4.40","0.45","680.36","C","C3","KAI Global","< 1 year","Employed","MORTGAGE","125000.0","FALSE","04-05-2013 07:10:30","04-19-2013 07:14:36","04-05-2013 10:00:42","04-05-2013 07:10:04"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3701510"," ","Debt consolidation","Debt Consolidation","Hagerstown","MD","","0","4","19691","20.0","36.1","20.96","1","0.0","04-08-2001 07:10:04","705","709","1","18"," ","2"," ","18","2","1","17","0","0","120647","18396.0","30.4","30800","36","109425"," ","25","18","f","04-05-2013 10:00:00","0","0","0","0","0","null","17","2","2","429537","362232","21308","15","3","5","97","0","0","0","10","146","8","88","2","60600","8","13","0",
"4177267","5319629","16000.0","6500.0","60","19.68","17.27","4.95","0.45","399.97","C","C5","Christiana Care","< 1 year","Employed","MORTGAGE","70137.0","FALSE","04-06-2013 08:42:17","04-20-2013 08:45:10","04-06-2013 10:00:51","04-06-2013 08:37:52"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4177267"," ","Home improvement","Home Improvement","Newark","DE","","0","5","20546","0.0","4.9","8.69","0","0.0","01-04-2002 07:37:52","750","754","4"," "," ","0"," "," ","4","1","9","0","0","19678","1054.0","3.8","21600","9","20789"," ","7"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","9","4","4","179487","149020","16558","5","3","5","100","0","0","0","1","7","3","137","4","27600","3","7","0",
"4225009","5397191","20000.0","10375.0","60","27.29","24.70","9.65","0.48","583.52","G","G1","MCPS","10+ years","Employed","RENT","75000.0","FALSE","04-05-2013 18:53:50","04-19-2013 18:57:47","04-06-2013 06:01:35","04-05-2013 18:50:39"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225009"," ","Credit card refinancing","Goodbye Credit Cards!","Boyds","MD","","0","3","0","100.0","100.2","25.84","1","0.0","10-26-1997 17:50:39","680","684","1","15"," ","0"," ","15","77","0","19","0","0","70391","28192.0","97.6","13600","42","63232","58","11"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","19","1","6","92132","70391","3705","6","4","4","97","0","0","0","31","164","8","188","20","28900","8","8","0",
"4244609","5416763","33950.0","24250.0","60","18.67","16.29","4.70","0.45","830.84","C","C4","B&W Pantex","10+ years","Employed","MORTGAGE","120000.0","FALSE","04-05-2013 08:31:11","04-19-2013 08:42:21","04-05-2013 10:00:42","04-05-2013 07:14:49"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4244609","  Borrower added on 04/05/13 > This is to consolidate our debt for lower interest rates<br>","Debt consolidation","pay-off","AMARILLO","TX","","0","2","5805","80.0","68.3","8.82","0","0.0","03-12-1989 06:14:49","700","704","1"," "," ","6"," "," ","2","1","11","0","0","38903","38903.0","78.3","18300","22","0","109","16"," ","f","04-05-2013 10:00:00","0","0","0","0","0","null","11","1","2","147129","123531","12353","8","4","5","100","0","0","0","5","135","6","293","2","49700","6","10","0",
"4215111","5387307","11000.0","1025.0","36","22.24","18.49","5.55","0.71","400.39","D","D2","ESAAL","5 years","Employed","MORTGAGE","32775.0","FALSE","04-06-2013 06:42:39","04-20-2013 06:49:08","04-06-2013 10:00:51","04-06-2013 06:41:00"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4215111"," ","Debt consolidation","Debt Consolidation 2013","CLIFTON PARK","NY","","0","2"," "," "," ","13.18","1","0.0","10-23-1992 06:41:00","690","694","1","19"," ","2"," ","19"," ","0","7","0","0","3440","3440.0","52.1","0","19","0","164","15"," ","w","04-06-2013 22:00:00","0","0","0","0","0","null","7","2","4","6600","3440","688","7","0","0","83","0","0","0","4","164","3","249","4","6600","3","7","0",
"4254863","5427037","27575.0","17575.0","60","14.41","12.12","3.20","0.44","615.07","B","B3","CAL TRANS","3 years","Employed","MORTGAGE","82392.0","FALSE","04-05-2013 13:15:16","04-19-2013 13:23:27","04-05-2013 14:00:42","04-05-2013 13:15:07"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4254863","  Borrower added on 04/05/13 > PERSONAL LOAN<br>","Debt consolidation","PERSONAL","RAMONA","CA","","0","3","14287","83.3","71.9","29.51","0","0.0","08-20-1987 13:15:07","725","729","1"," "," ","1"," "," ","35","4","12","0","0","99857","37320.0","63.0","50800","24","71839","173","12"," ","f","04-05-2013 14:00:00","0","0","0","0","0","null","12","1","11","446039","391530","32628","9","6","6","100","0","0","0","8","173","7","312","35","59200","7","8","0",
"4224733","5396899","27575.0","17425.0","60","24.00","21.49","7.35","0.46","753.62","E","E3","AmeriPan Inc","7 years","Employed","OWN","85000.0","FALSE","04-05-2013 10:44:51","04-19-2013 10:54:08","04-05-2013 14:00:42","04-05-2013 10:43:51"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4224733"," ","Debt consolidation","Personal Loan","INDIO","CA","","0","5","0","66.7","104.5","27.55","1","0.0","05-03-2002 10:43:51","685","689","2","20"," ","2"," ","20","10","3","11","0","0","115447","24751.0","80.0","20800","22","118335"," ","11","20","f","04-05-2013 14:00:00","0","0","0","0","0","null","11","3","10","406059","366959","33360","7","6","6","100","0","0","0","8","133","7","80","10","30800","7","8","0",
"4125415","5247703","12000.0","1625.0","36","13.99","11.14","2.80","0.70","393.67","B","B2","JP Morgan ","3 years","Employed","RENT","88000.0","FALSE","04-06-2013 14:33:53","04-20-2013 14:37:03","04-06-2013 18:00:48","04-06-2013 14:26:58"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4125415"," ","Debt consolidation","Consolidate ","TUSTIN","CA","","0","1","15370","25.0","63.1","11.19","0","0.0","09-11-2000 14:26:58","685","689","2"," "," ","3"," "," ","58","0","9","0","0","38567","29358.0","55.6","41700","24","12535","55","19"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","9","1","3","68260","38567","4285","10","4","4","100","0","0","0","4","153","5","136","3","52800","5","7","0",
"4225087","5397279","22750.0","12275.0","36","20.99","17.27","4.95","0.71","814.16","C","C5","Capital Health","8 years","Employed","OWN","64000.0","FALSE","04-06-2013 10:47:43","04-20-2013 11:09:45","04-06-2013 14:00:44","04-06-2013 05:27:15"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225087"," ","Debt consolidation","Loan","EWING","NJ","","0","2","5696","40.0","80.4","10.07","0","0.0","05-04-2002 05:27:15","680","684","0"," "," "," "," "," ","1","0","8","0","0","26012","26012.0","69.0","29000","19","0"," ","19"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","8","1","1","37700","26012","3252","13","3","5","100","0","0","0","0"," ","4","133","1","37700","4","8","0",
"4245060","5417244","22250.0","11725.0","36","15.99","13.11","3.50","0.70","750.87","B","B4","","5 years","Self-employed","RENT","50000.0","FALSE","04-05-2013 21:30:02","04-19-2013 21:40:25","04-06-2013 06:01:35","04-05-2013 21:25:09"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4245060"," ","Credit card refinancing","need money","FLUSHING","NY","","0","2","7499","33.3","57.9","12.43","0","0.0","05-07-2007 21:25:09","685","689","1","62"," ","2"," ","62","15","0","10","0","0","15444","10301.0","50.2","17800","12","13195","40","11","62","f","04-06-2013 06:00:00","0","0","0","0","0","null","10","0","15","33695","15444","1544","8","5","6","91","0","0","0","1","40","5","72","15","20500","5","9","0",
"4255163","5427366","19750.0","9075.0","36","16.99","14.09","3.70","0.70","675.88","B","B5","city of north adams","10+ years","Employed","MORTGAGE","45000.0","FALSE","04-06-2013 06:11:18","04-20-2013 11:06:57","04-06-2013 14:00:44","04-06-2013 06:06:39"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255163"," ","Credit card refinancing","georgie loan","NORTH ADAMS","MA","","0","4","825","83.3","96.1","21.2","0","0.0","03-10-2001 05:06:39","675","679","0","50"," "," "," "," ","7","3","9","0","0","30035","23817.0","96.4","21100","24","7338","130","12"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","9","2","7","186038","161684","17965","11","6","6","95","0","0","0","8","130","7","147","7","24700","7","7","0",
"4255008","5427195","19200.0","8425.0","60","17.67","15.31","4.15","0.45","459.9","C","C2","Citizens Bank","6 years","Employed","MORTGAGE","120000.0","FALSE","04-05-2013 16:57:02","04-19-2013 16:59:57","04-05-2013 18:00:48","04-05-2013 16:56:36"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255008"," ","Credit card refinancing","credit card refinance and debt consoloda","PELHAM","NH","","0","4","3970","88.9","75.8","9.69","0","0.0","07-07-2001 16:56:36","665","669","1","71"," ","4"," ","71","4","1","12","0","0","40940","12430.0","75.8","16400","18","38235"," ","13"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","12","2","4","428412","408230","37112","12","9","10","94","0","0","0","4","69","9","143","4","16400","9","10","0",
"4186674","5328987","15000.0","4200.0","36","22.24","18.49","5.55","0.71","545.99","D","D2","Artuli Media","4 years","Employed","RENT","49000.0","FALSE","04-06-2013 05:15:14","04-20-2013 05:37:35","04-06-2013 06:01:35","04-03-2013 17:28:18"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4186674"," ","Credit card refinancing","personal loan","NORTH MIAMI BEACH","FL","","0","3","802","100.0","90.3","19.79","0","0.0","01-30-2008 16:28:18","660","664","1"," "," ","5"," "," ","24","0","6","0","0","30920","8386.0","90.2","8300","12","24583"," ","9"," ","w","04-06-2013 18:00:00","0","0","0","0","0","null","6","1","5","33883","30920","5153","7","4","4","100","0","0","0","3","46","5","63","24","9300","5","5","0",
"4225154","5397354","11500.0","675.0","36","22.24","18.49","5.55","0.71","418.59","D","D2","","n/a","Other","RENT","35000.0","FALSE","04-06-2013 08:40:16","04-20-2013 08:56:20","04-06-2013 10:00:51","04-06-2013 08:34:02"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225154"," ","Credit card refinancing","Yatarmadee","JOHNSTON","RI","","0","4","7358","12.5","48.2","20.06","0","0.0","10-22-1998 08:34:02","660","664","2","37"," ","1","37","41","4","3","13","0","0","15487","15487.0","51.3","14200","25","0","128","17","41","w","04-06-2013 22:00:00","0","2","0","0","0","37","13","3","4","30200","15487","1408","13","8","8","82","0","0","0","4","176","11","169","4","30200","11","11","0",
"4235146","5407358","11500.0","625.0","36","18.99","15.31","4.15","0.70","400.4","C","C2","Huntington Coach","10+ years","Employed","OWN","34000.0","FALSE","04-06-2013 07:36:42","04-20-2013 07:51:47","04-06-2013 10:00:51","04-06-2013 07:27:48"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235146"," ","Debt consolidation","Get relieve","GREENLAWN","NY","","0","5","1466","60.0","76.7","25.34","0","0.0","10-02-1979 07:27:48","710","714","0","76"," ","20"," ","76","5","1","15","0","0","19572","16648.0","57.4","6300","31","8098"," ","29","76","w","04-06-2013 22:00:00","0","0","0","0","0","null","15","3","5","37098","19572","1506","14","5","6","96","0","0","0","1","24","12","408","5","29000","12","14","0",
"4235396","5407636","14400.0","3450.0","36","15.99","13.11","3.50","0.70","485.96","B","B4","Constellation Pharmaceuticals","4 years","Employed","RENT","72000.0","FALSE","04-06-2013 15:47:00","04-20-2013 15:54:22","04-06-2013 18:00:48","04-06-2013 15:43:49"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235396"," ","Debt consolidation","Debt consolidation","Medford","MA","","0","2","675","100.0","95.3","13.58","0","0.0","01-24-2004 14:43:49","695","699","0"," "," ","23"," "," ","17","0","10","0","0","35086","13825.0","71.6","14500","20","36980","74","11"," ","f","04-06-2013 18:00:00","0","0","0","0","0","null","10","1","7","56280","35086","4386","6","4","4","100","0","0","0","9","103","4","112","7","19300","4","8","0",
"4225101","5397298","18000.0","7025.0","60","19.68","17.27","4.95","0.45","449.97","C","C5","Central Florida Auto Yard","3 years","Employed","MORTGAGE","75000.0","FALSE","04-06-2013 06:32:02","04-20-2013 06:38:17","04-06-2013 10:00:51","04-06-2013 06:31:22"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4225101"," ","Credit card refinancing","Consolidating debt Into One Payment ","Winter haven","FL","","0","3","1858","66.7","89.7","7.62","0","0.0","03-12-1995 05:31:22","675","679","0","58"," ","8"," "," ","9","5","7","0","0","20511","17161.0","84.1","18000","20","5000","146","11"," ","f","04-06-2013 10:00:00","0","1","0","0","0","58","7","1","9","175400","161303","23043","6","3","3","95","0","0","0","3","146","4","220","9","20400","4","5","332",
"4244904","5417075","20000.0","8975.0","60","17.67","15.31","4.15","0.45","479.06","C","C2","american greetings","10+ years","Employed","MORTGAGE","100000.0","FALSE","04-05-2013 17:25:43","04-19-2013 17:36:21","04-05-2013 18:00:47","04-05-2013 15:06:43"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4244904"," ","Credit card refinancing","debt free","STATEN ISLAND","NY","","0","7","5828","63.6","85.1","12.59","0","0.0","11-15-1976 14:06:43","680","684","1"," "," ","3"," "," ","9","5","21","0","0","40527","40527.0","69.4","39100","42","0"," ","33"," ","f","04-05-2013 18:00:00","0","0","0","0","0","null","21","4","3","601592","557672","26556","22","10","11","100","0","0","0","4","141","14","443","3","58400","14","20","0",
"4255372","5427592","18000.0","6900.0","36","13.99","11.14","2.80","0.70","590.5","B","B2","Friends Seminary","7 years","Employed","RENT","110000.0","FALSE","04-06-2013 13:39:53","04-20-2013 13:44:18","04-06-2013 14:00:44","04-06-2013 13:39:13"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255372"," ","Credit card refinancing","Personal Loan, Artist/Educator","NEW YORK","NY","","0","1","9365","50.0","69.8","6.43","0","0.0","01-11-1995 12:39:13","685","689","1"," "," ","2"," "," ","2","0","9","0","0","24109","24109.0","62.6","31000","22","0","122","20"," ","f","04-06-2013 14:00:00","0","0","0","0","0","null","9","1","2","38500","24109","3014","13","6","6","100","0","0","0","2","122","8","222","2","38500","8","9","0",
"4235092","5407295","20000.0","8750.0","60","14.41","12.12","3.20","0.44","446.11","B","B3","USPS","9 years","Employed","MORTGAGE","86000.0","FALSE","04-06-2013 02:33:49","04-20-2013 02:40:46","04-06-2013 06:01:35","04-06-2013 02:32:06"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235092"," ","Debt consolidation","Consolidate credit card debt","Copperas Cove","TX","","0","2","1229","100.0","94.5","20.19","0","0.0","09-23-1992 02:32:06","710","714","0"," "," ","16"," "," ","23","3","6","0","0","30353","21425.0","89.3","22200","26","27388","175","17"," ","f","04-06-2013 06:00:00","0","0","0","0","0","null","6","1","6","83507","60835","10139","15","3","3","100","0","0","0","6","175","4","246","23","24000","4","4","0",
"4235074","5407274","20000.0","8575.0","36","14.99","12.12","3.20","0.70","665.44","B","B3","ST LUKE Community Hospital","6 years","Employed","MORTGAGE","46000.0","FALSE","04-06-2013 11:58:24","04-20-2013 12:02:14","04-06-2013 14:00:44","04-06-2013 10:50:22"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4235074"," ","Debt consolidation","Ray of hope","RONAN","MT","","0","1","943","100.0","92.2","16.7","0","0.0","07-06-1990 10:50:22","690","694","0","67"," "," "," ","67","23","4","6","0","0","12118","12118.0","89.8","12100","21","0","127","14","67","f","04-06-2013 14:00:00","0","3","0","0","0","67","6","0","23","198249","190907","31818","12","4","4","81","0","0","0","3","127","5","277","23","13500","5","5","0",
"3807786","4851561","19750.0","8275.0","36","13.99","11.14","2.80","0.70","647.9","B","B2","Comcast Cable","10+ years","Employed","MORTGAGE","44380.45","FALSE","04-06-2013 12:25:11","04-20-2013 12:40:44","04-06-2013 14:00:44","04-06-2013 12:23:26"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=3807786"," ","Debt consolidation","Donnas consolidation","West Palm Beach","FL","","0","1","498","100.0","95.3","11.09","0","0.0","04-29-1980 12:23:26","710","714","0","27"," "," "," ","27","15","6","7","0","0","15784","15784.0","81.8","10700","21","0","67","12","27","f","04-06-2013 14:00:00","0","1","0","0","0","27","7","0","15","34300","20627","2947","8","3","3","95","0","0","0","3","138","6","401","15","19300","6","6","0",
"4255168","5427372","20000.0","8525.0","36","25.81","21.98","7.60","0.72","763.61","E","E4","","10+ years","Self-employed","MORTGAGE","75000.0","FALSE","04-06-2013 06:28:13","04-20-2013 06:34:55","04-06-2013 10:00:51","04-06-2013 06:27:02"," ","Submitted","https://www.lendingclub.com/browse/loanDetail.action?loan_id=4255168"," ","Business","Thunderbird","Mount Carmel","UT","","0","1","447","100.0","98.2","9.74","1","0.0","09-29-1968 06:27:02","660","664","0","1"," ","21"," ","1","52","4","5","0","0","55423","55423.0","95.6","25500","16","0","132","9"," ","f","04-06-2013 10:00:00","0","0","0","0","0","null","5","0","18","452135","442082","88416","3","2","2","93","0","0","0","3","132","4","542","52","58000","4","4","0",
